Sex,51MD,51BL,52MD,52BL,53MD,53BL,54MD,54BL,55MD,55BL,61MD,61BL,62MD,62BL,63MD,63BL,64MD,64BL,65MD,65BL,71MD,71BL,72MD,72BL,73MD,73BL,74MD,74BL,75MD,75BL,81MD,81BL,82MD,82BL,83MD,83BL,84MD,84BL,85MD,85BL,
0,5.85,5.31,4.98,5.14,6.32,5.85,6.43,8.73,8.83,9.85,5.81,4.97,5.05,4.65,5.86,6.08,6.19,8.84,7.29,9.57,3.47,4.28,4.75,4.64,5.13,5.65,7.06,7.05,9.13,8.89,3.79,4.31,3.88,4.67,5.8,5.66,7.09,6.88,8.92,9.21,
0,6.03,5.72,4.95,4.74,6.41,5.53,7.42,8.21,8.87,9.86,5.79,5.08,5.14,4.23,6.67,5.53,7.12,7.92,9.24,9.76,3.05,3.59,4.01,3.75,5.53,5.06,7.21,7.91,9.43,9.17,3.59,3.15,4.81,4.07,5.08,4.73,7.04,7.03,9.41,8.55,
0,6.59,5.21,4.65,4.89,6.04,6.09,6.67,8.52,8.93,9.63,6.24,5.65,5.09,5.03,5.87,5.86,6.54,8.54,8.93,9.22,3.98,4.88,4.11,5.65,5.23,5.68,7.54,7.35,9.62,9.11,3.67,4.62,5.01,5.18,5.88,5.12,7.98,7.65,9.85,9.56,
0,6.09,4.64,4.89,4.28,6.41,6.25,7.16,7.63,8.64,9.17,6.07,4.57,5.23,4.51,6.21,5.31,6.99,7.83,8.87,9.33,4.01,3.49,3.85,4.57,5.32,5.69,7.45,7.24,9.82,9.21,3.55,4.47,3.95,4.08,5.61,5.7,7.94,7.78,10.21,9.17,
0,5.9,4.62,4.81,4.63,6.08,5.56,6.47,7.48,8.71,8.97,5.88,4.68,4.79,3.84,5.84,5.23,6.63,8.57,8.99,8.85,4.11,3.76,4.29,4.05,5.65,4.85,7.9,7.39,9.62,8.92,3.98,3.82,4.72,4,5.6,5.51,7.69,7.41,9.79,8.81,
0,5.87,4.82,5.69,4.71,6.41,5.78,6.65,8.64,9.73,10.21,6.12,4.73,4.72,4.51,6.07,5.41,6.57,8.13,8.56,10.06,3.8,4.33,4.32,4.27,6.08,6.19,7.27,7.25,9.45,9.23,3.79,4.35,4.46,4.64,5.95,5.86,7.65,7.14,9.13,8.72,
0,6.46,5.24,4.94,4.11,6.51,6.24,6.54,9.16,8.66,9.51,6.32,4.95,4.86,4.34,6.05,6.17,6.09,9.01,8.69,9.99,3.26,3.21,4.62,4.18,5.52,4.91,7.13,6.94,9.47,8.37,3.54,3.15,5.07,4.07,5.05,5.52,6.96,6.76,9.45,8.34,
0,6.35,5.88,5.14,4.81,6.89,6.4,6.49,8.69,8.54,9.84,6.59,5.89,5.17,5.04,6.69,6.23,6.34,9.04,8.61,10.12,3.29,3.74,4.34,3.76,5.64,4.96,7.21,6.81,8.52,7.53,3.63,3.61,4.27,4.29,5.29,4.92,7.36,7.12,9.59,8.81,
0,6.64,5.6,5.77,5.62,7.44,6.9,7.17,9.13,8.72,10.22,6.2,5.9,5.51,4.85,7.15,6.3,6.99,9.13,8.96,9.97,4.06,4.19,5.25,4.68,6.01,5.39,7.81,7.88,10.69,9.68,4.19,4.09,4.26,5.52,5.63,5.68,8.06,7.62,10,9.26,
0,7.08,6.02,5.43,5.3,6.15,6.84,7.62,9.2,9.44,10.35,7.02,6.05,5.62,5.39,6.31,6.44,7.2,9.62,9.39,10.25,3.85,4.52,5.32,5.13,6.26,6.17,8.21,7.35,9.89,9.13,4.62,4.55,5.58,4.66,5.71,5.99,8.19,7.67,9.56,9.34,
0,6.51,5.01,5.36,4.49,6.81,6,7,8.3,9.34,10.06,6.82,5.12,5.73,4.34,7,5.75,7.1,8.81,9.25,9.83,4.04,6,4.49,6.02,6.92,6.36,8.07,7.25,10.24,9.26,4.34,6.05,5.19,6.22,6.75,6.31,7.74,8.24,10.54,9.36,
0,7.05,5.47,5.82,4.7,7.53,6.27,6.87,8.61,9.51,9.65,6.95,5.32,5.5,4.5,7.06,6.24,7.24,8.8,9.38,10.34,4.27,4.69,5.22,4.96,6.49,5.48,7.97,7,10.43,9.13,4.16,4.64,5.52,4.79,6.11,4.84,7.84,7.64,11,9.29,
0,6.44,5.32,5.55,5.01,7.05,6.47,7.08,8.3,8.58,9.09,6.54,5.64,5.5,5,6.8,5.46,6.86,9.03,9.69,9.66,4.1,4.44,4.37,4.6,5.96,5.7,7.66,7.73,9.76,8.16,4.06,5.04,4.31,4.51,5.57,5.88,7.98,7.77,9.05,9.2,
0,6.26,4.85,5.59,4.74,6.61,6.53,6.35,7.83,9.11,9.52,6.29,5.06,5.16,4.57,6.25,5.72,6.24,8.88,8.6,10.31,4.1,4.31,4.96,4.78,5.61,5.79,8.74,8.08,11.05,9.6,4.3,4.65,5.18,5.17,5.86,6.06,9.3,8.78,11.17,9.82,
0,6.71,4.96,5.5,4.73,6.05,5.86,6.96,8.27,9.8,8.82,6.64,4.76,5.72,3.74,6.52,5.24,6.9,7.54,10.41,8.95,3.99,3.35,4.31,4.12,5.25,5.41,7.76,7.37,10.25,8.73,4.17,3.95,4.19,4.76,5.46,5.56,7.32,7.18,10.67,9.64,
0,7.04,5.39,6.05,6.11,7.34,7.13,7.36,9.22,10.19,11.03,6.42,4.82,5.96,5.59,6.66,6.03,7.41,9.17,9.52,10.12,4.03,3.35,4.59,3.98,5.62,5.7,7.12,6.79,9.62,8.74,4.3,3.64,4.62,3.82,5.28,5.15,7.23,6.91,9.82,9,
0,6.28,5.16,6.19,5.2,7.48,6.27,7.7,9.4,9.98,10.5,6.64,5.29,6.31,4.52,6.77,6.07,8.01,10.1,10.76,11.1,3.46,3.94,4.35,4.03,5.89,4.83,7.3,7.4,10.18,9.15,3.8,4.27,3.88,4.66,5.73,4.84,7.24,7.49,10.43,9.17,
0,6.06,5.28,4.84,5.35,5.95,5.49,7.52,8.03,8.89,10.19,6.7,5.6,5.44,4.87,6.22,5.67,7.29,9.22,9.09,9.55,3.94,3.56,4.5,4.17,5.96,4.86,7.96,7.08,10.1,8.49,4.08,3.2,4.26,3.15,5.87,4.62,7.91,6.62,10,8.91,
0,6.03,4.41,4.97,4.22,6.37,6.31,6.67,7.99,8.86,9.61,6.13,4.68,5.12,4.3,6.18,5.98,6.24,8.26,8.72,9.67,4.51,4.25,5.15,5.46,5.34,5.12,7.91,7.15,10,9.19,4.31,3.97,4.63,4.4,4.92,4.98,7.4,7.74,9.45,9.26,
0,6.97,5.85,5.15,4.55,5.99,5.85,6.61,8.42,8.89,9.09,6.99,5.17,5.69,4.46,6.88,5.52,6.94,7.63,8.57,8.82,3.39,3.57,4.01,3.2,4.91,4.03,7.1,7.15,9.83,8.46,3.17,4.03,4.35,4.07,5.38,5.96,7.11,6.84,8.79,8.58,
0,6.79,5.76,5.13,4.5,6.58,5.85,6.67,7.54,9.22,9.15,6.93,5.24,5.7,4.52,6.94,5.71,6.97,8.11,8.85,9.22,4.26,3.86,5,3.81,6.18,5.96,7.6,7.41,10.41,9.56,4.75,3.58,4.51,3.79,5.97,6.31,7.74,7.36,11.23,9.47,
0,6.36,4.69,5.77,4.63,6.01,5.14,7.68,7.58,11.24,9.06,6.45,5.32,4.95,5.03,6.33,5.62,7.54,7.82,8.86,8.92,3.69,3.42,4.32,3.82,4.8,4.47,6.78,7.06,9.35,8.73,3.66,3.25,4.37,3.89,5.27,4.98,6.85,6.78,9.55,8.75,
0,5.93,4.83,5.39,5.17,6.87,6.29,6.37,8.32,8.99,9.13,5.57,4.47,5.2,4.31,6.76,5.94,6.61,7.87,9.12,9.29,3.74,3.11,4.23,3.67,5.36,5.58,7.45,7.04,9.95,8.21,3.5,3.44,4.18,3.32,5.61,5.55,7.14,6.45,9.91,8.58,
0,6,4.61,5.58,5.36,6.73,6.07,6.39,8.49,9.15,8.97,5.75,4.59,5.33,4.09,6.76,5.63,6.61,8.38,8.8,9,4.34,3.63,4.09,4.27,5.66,6.21,8.12,7.09,10.3,9.93,4.36,3.85,4.51,4.54,5.52,6.09,8.33,7.29,10.6,9.68,
0,6.32,5.16,5.05,4.43,7.03,5.88,6.93,8.52,9.65,10.1,6.15,5.08,5.19,4.92,7.02,6.19,7.39,8.3,8.21,9.96,4.14,3.85,4.29,3.89,5.17,4.74,7.58,7.28,10.45,8.3,4.03,4.07,4.59,4.29,4.89,5.01,7.87,8.09,10.08,9.22,
0,5.79,5.79,5.7,5.33,6.89,6.58,6.86,9.02,8.82,10.2,6.72,5.34,5.75,5.49,6.54,6.7,6.95,8.75,8.98,9.78,3.98,3.79,5.04,4.46,5.7,5.23,7.55,6.82,10.1,8.31,4.05,3.47,4.65,3.64,5.22,5.62,7.56,6.74,10.2,8.57,
0,6.37,6.81,5.3,6.29,6.23,6.33,6.82,8.14,8.33,8.46,6.47,6.15,5.53,5.46,6.49,6.26,6.7,7.83,8.31,8.67,3.61,3.47,4.33,3.62,5.01,4.12,7.72,6.9,9.68,8.07,4.5,3.21,4.05,3.36,5.26,4.97,7.91,6.64,10,8.67,
0,6.12,5.27,5.39,4.81,6.69,6.14,7.24,7.61,9.1,9.52,5.91,4.46,5.78,4.48,6.69,6.04,7.06,8.03,8.61,9.63,3.72,3.46,3.97,4.33,5.49,5.57,7.31,6.58,9.6,8.59,3.49,3.52,3.79,3.7,5.46,5.44,6.91,6.37,9.41,8.57,
0,6.19,5.73,5.47,5.44,6.64,6.56,6.7,8.83,9.21,9.45,6.07,5.35,5.28,5.19,6.55,5.75,6.65,8.95,8.72,9.95,3.61,3.71,4.76,4.93,5.49,5.14,7.37,7.22,10.1,8.92,3.8,3.59,4.21,3.69,5.92,4.56,7.46,6.75,9.46,8.84,
0,7.13,5.5,5.09,5.06,6.01,5.98,7.03,8.77,9.67,10.4,7.3,5.27,5.21,4.95,5.86,6,6.88,8.99,9.7,10.2,3.55,4.04,4.63,4,6.19,5.59,8.46,7.24,10.87,8.93,3.91,4.53,4.64,5.19,6.17,5.86,8.58,7.33,11.17,9.65,
0,6.14,4.33,5.24,4.29,6.13,4.61,6.74,7.03,8.78,8.72,6.02,4.52,5.18,4.49,6.12,4.89,6.67,7.63,8.22,9.01,3.73,3.06,4.48,3.58,5.47,4.61,7.47,6.59,10.14,8.65,3.57,3.52,4.39,3.48,4.99,4.74,7.72,6.49,10.05,8.45,
0,6.75,5.41,5.5,5.19,6.93,5.81,7.74,8.69,9.49,9.94,7.88,4.95,5.38,4.83,5.8,5.76,7.75,8.79,9.96,9.54,4.13,4.01,4.55,4.02,5.34,4.83,7.58,7.18,9.19,8.27,3.57,4.14,3.88,4.06,5.43,5.3,7.44,7.37,8.97,9.19,
0,6.09,5.77,4.86,5.39,5.89,6.12,7.36,8.38,10.12,9.62,6.03,5.42,4.88,4.81,5.82,5.35,8.27,7.66,9.68,9.47,4.49,4.46,4.75,4.09,6.04,5.82,7.25,7.09,10.58,9.52,4.28,4.57,4.69,4.86,6.22,5.81,7.51,7.07,10.28,9.26,
0,6.14,5.29,5.11,5.42,6,5.98,7.52,8.49,9.92,9.41,6.57,5.06,4.86,4.49,5.73,5.46,8.47,7.24,9.21,9.22,3.84,4,4.46,4.16,5.16,5.36,7.6,7.1,9.2,8.69,3.67,4.13,3.96,4.56,5.44,5.51,7.71,7.63,8.95,9.06,
0,6.76,5.31,5.25,4.83,7.06,6.41,6.9,8.95,9.75,9.55,6.59,5.18,4.84,5.08,6.88,6.11,6.76,8.94,9.36,10.05,3.92,4.25,4.4,4.15,6.3,6.03,7.74,7.91,10.62,9.3,4.11,4.56,4.83,4.65,5.67,6.07,7.63,8.19,10.52,9.29,
0,6.37,5.13,5,4.9,7.16,5.89,6.67,7.5,8.98,9.29,5.9,5.58,5.4,4.33,6.02,5.91,7.06,8.42,8.9,9.12,3.66,3.35,3.89,4.16,5.65,5.84,7.3,6.49,9.65,8.66,2.89,3.94,4,4.32,5.24,5.26,6.13,7.3,9.6,8.85,
0,6.21,5.94,5.21,4.13,6.42,5.45,7.1,8,9.54,9.4,6.53,4.83,4.61,5.02,5.73,6.3,6.79,8.4,7.95,9.45,3.84,3.72,4.42,3.67,4.72,4.3,7.64,7.08,10.37,8.99,3.63,4.13,3.95,4.87,5.51,5.3,7.3,6.82,9.46,8.07,
0,6.35,5.04,5.28,4.95,6.63,5.93,7.15,7.39,9.75,9.43,6.48,5.06,5.55,5.07,5.82,5.96,7.02,8.17,8.44,9.72,3.73,3.21,4.3,5.55,5.41,5.99,7.43,6.43,9.99,8,3.97,3.6,4.32,3.48,5.75,5.27,7.41,6.63,9.55,8.37,
0,5.89,4.56,4.05,3.34,6.29,5.01,6.9,7.21,10.23,9.3,6.01,4.38,4.51,3.91,6.22,5.38,7.3,8.38,10.31,9.75,4.41,3.33,4.19,4.58,5.57,5.64,7.64,6.38,10.3,8.6,4.29,4.22,4.63,4.56,5.39,5.94,9.37,7.54,10.51,9.51,
0,6.27,5.41,4.99,4.75,6.38,5.91,7.08,8.48,9.27,10.03,6.31,5.05,5.08,3.99,5.71,6.01,7.02,7.83,8.67,9.64,4.02,3.48,4.55,3.91,5.57,4.99,7.67,6.09,8.98,8.32,3.81,3.92,5.89,4.91,5.48,5.02,7.3,7,9.22,8.78,
0,6.67,5.02,4.99,4.94,7.6,5.56,7.45,7.97,10.42,9.43,6.4,5.03,5.19,4.64,6.22,5.71,7.1,8.36,8.22,9.28,3.77,3.85,4.32,4.21,5.91,4.7,7.44,7.51,10.02,9.77,3.53,3.98,4.57,4.2,5.66,4.79,6.58,7.38,10.58,9.24,
0,6.32,5.16,6.61,4.85,6.18,5.92,7.01,7.96,9.04,9.68,5.62,4.31,5.22,4.34,7.19,5.7,8.62,7.98,9.7,9.72,4.11,3.61,3.22,3.82,5.22,5.23,6.33,6.86,9.5,8.38,2.97,3.64,3.55,3.93,3.88,5.51,5.37,6.88,6.02,8.27,
0,6.02,4.78,5.52,4.33,6.89,5.78,6.33,7.92,9.2,9.09,5.9,2.48,6.7,4.23,6.66,5.66,8.93,7.33,8.66,8.71,4.46,3.68,4.81,3.87,7.1,4.29,8.27,6.34,8.91,8.17,3.63,3.59,3.62,4.07,4.06,5.62,5.28,6.92,7.56,8.52,
0,6.33,4.75,5.39,4.66,6.76,5.53,6.54,7.47,8.65,9.11,6.23,4.24,5.38,5.65,5.86,8.17,6.4,9.56,8.23,8.5,4.4,4.03,5.45,5.19,7.31,6.57,8.78,8.61,8.99,8.65,3.76,3.38,4.65,3.82,5.35,3.81,7.23,4.85,8.18,7.51,
0,5.75,6.52,4.79,5.77,5.55,5.02,7.78,8.68,9.43,10.3,6.23,6.57,4.67,5.89,5.72,5.41,7.96,8.91,9.48,10.2,3.81,4.33,4.3,4.5,5.13,7.29,7.5,8.78,8.85,8.98,3.47,4.45,3.44,4.44,5.27,5.34,7.49,7.18,8.89,9.16,
0,5.57,5.11,5.88,4.57,6.13,5.5,6.23,8.34,8.36,9.1,5.96,5.68,5.05,5.76,6.32,5.87,6.52,7.89,8.1,8.77,4.44,4.44,4.72,4.36,5.89,5.1,7.76,7.66,9.64,9.23,3.83,4.39,4.03,5.04,5.03,5.39,7.63,7.46,9.57,9.14,
0,5.38,4.72,4.99,4.7,6.18,5.53,6.29,8.35,8.16,9,6.16,5.6,5.11,5.55,9.42,5.72,7.17,8.37,7.9,9.29,4.81,4.27,7.88,4.85,9.27,5.49,7.98,6.99,8.97,8.79,3.78,4.08,3.99,4.77,5.6,5.57,7.67,7,10.1,8.14,
0,5.96,5.2,4.93,5.13,5.98,5.51,6.78,8.41,8.69,9.59,6.12,4.01,5.58,6.99,6.38,9.76,7.45,9.3,8.4,9.16,3.98,4.05,4.19,5.62,5.06,7.35,7.03,8.76,9.18,9.35,4.13,3.66,4.12,4.14,5.17,5.01,7.48,5.36,10.32,7.28,
0,6.26,5.11,5.07,4.25,5.85,5.23,6.39,8.03,8.12,8.99,6.01,4.97,5.18,6.04,5.87,8.02,6.15,8.03,8.39,8.78,3.51,4.86,4.29,6.88,4.85,8.32,6.48,7.62,9.99,9.32,3.44,4.17,4.17,3.81,4.94,4.07,6.71,5.17,9.69,7.34,
0,6.1,5.59,5.07,5.25,6.74,5.79,6.67,7.97,8.25,8.94,5.81,5.77,5.33,5.18,6.87,5.92,6.68,8.28,8.88,9.55,3.8,3.83,4.23,4.78,5.32,5.49,7.43,7.24,9.52,8.88,3.58,4.13,4.39,4.73,5.74,5.48,7.47,7.09,8.67,8.94,
0,5.85,4.9,5.46,4.98,6.36,5.76,6.88,8.45,9.22,9.67,5.54,4.42,5.34,4.87,6.36,6.29,6.95,8.93,9.09,10.2,3.75,5.17,4.3,5.44,5.15,5.5,7.56,7.23,10.01,9.1,3.97,5.12,4.85,5.57,5.33,5.19,7.43,7.23,11.09,9.29,
0,6.09,5.05,5.03,4.25,5.56,4.82,6.38,7.81,7.93,8.91,6.04,5.07,5.17,4.68,5.73,5.46,6.01,7.72,8.59,9.14,3.35,3.65,4.08,3.94,5,4.52,6.48,6.71,9.29,8.67,3.43,4.15,4.26,4.4,4.76,4.73,6.78,7.31,9.71,8.55,
0,5.95,4.93,4.89,4.74,5.91,6.43,7,8.2,7.45,9,5.97,5.06,4.87,4.84,5.89,5.42,6.7,8.02,8.19,8.81,3.88,3.81,4.27,3.71,5.17,5.01,6.27,7.24,8.99,8.71,3.87,3.74,4.09,3.58,5.43,5.23,7.13,5.76,9.44,9.09,
0,6.94,4.9,5,4.59,5.78,5.88,6.99,9.95,8.95,10.3,6.41,4.55,5.06,4.21,5.84,5.43,6.84,8.91,10.8,9.92,3.39,4.01,4.27,3.79,5.04,5.17,7.04,6.41,9.77,8.27,3.45,3.83,4.63,4.97,5.25,5.92,7.69,7.19,9.95,8.42,
0,5.39,5.24,6.61,4.39,6.63,5.38,6.38,8.08,8.34,9.14,6,5.2,5.27,5.08,6.39,5.73,6.65,8.16,8.28,9.96,3.98,3.57,4.71,3.32,5.64,4.99,6.85,6.31,9.84,7.71,3.82,3.34,4.43,3.89,5.79,5.26,7.16,6.39,9.96,8.37,
0,6.23,4.92,5.72,4.15,7.01,5.53,7.41,8.37,9.15,9.97,6.42,4.97,5.5,4.5,6.39,5.65,7.19,9.28,9.99,9.82,3.99,5.42,4.34,4.56,5.64,6.13,7.89,8.16,9.54,9.15,4.04,5.12,4.41,5.61,5.44,5.51,7.45,6.81,9.85,8.95,
0,7.15,5.3,4.88,4.72,6.03,6.09,7.1,8.57,9.6,9.92,6.97,5.62,5.34,4.61,5.63,5.94,6.72,8.99,9.37,9.99,3.46,3.71,4.31,3.82,4.96,4.86,7.22,6.34,9.63,8.18,3.68,3.53,4.41,4.31,5.14,5.57,7.61,7.51,8.84,8.65,
0,6.78,4.91,5.25,4.49,6.73,6.19,7.41,8.68,9.27,9.98,6.88,4.93,5.49,4.27,6.39,6.4,6.89,8.27,8.61,9.44,4.23,3.77,4.77,3.95,5.75,4.79,7.64,6.96,10.06,9.33,3.49,3.86,4.03,3.97,5.21,4.92,7.37,6.58,9.37,7.51,
0,6.24,5.45,5.14,4.73,5.82,6.02,7.25,8.64,10.21,10.29,6.02,5.11,4.96,5.06,5.87,6.26,6.7,9.19,9.09,10.46,4.26,3.88,3.87,3.85,5.22,6.15,8.18,7.13,9.95,9.82,4.06,4.15,4.49,4.48,5.65,6.07,8.01,7.48,10.09,9.7,
0,6.79,5.31,5.25,4.42,6.21,5.91,7.01,8.87,8.62,9.66,6.42,4.43,5.64,4.25,6.15,5.79,7.18,8.26,8.65,9.74,3.92,3.09,4.72,3.62,5.65,4.89,6.89,6.63,9.85,8.17,3.74,3.14,4.42,4.04,5.7,4.99,7.01,6.65,10.19,8.17,
0,6.49,5.64,5.17,5.39,6.84,6.56,6.72,8.07,9.13,9.25,5.64,6.05,5.34,5.46,6.58,6.01,6.81,8.27,8.15,9.74,3.64,4.38,3.65,3.93,5.52,5.3,7.18,6.88,9.82,8.01,3.3,3.37,4.03,3.96,5.35,5.63,7.34,6.98,9.82,8.41,
0,5.71,4.54,5,4.45,6.47,6.43,5.46,8,8.55,9.53,5.03,4.67,5.22,4.11,6.68,6.15,6.33,8.61,8.92,9.78,4.56,4.46,4.96,4.93,5.17,5.16,7.56,7.84,9.41,8.99,4.23,4.62,4.65,4.45,5.14,5.11,7.42,7.76,9.7,8.92,
0,5.06,5.55,6.61,4.94,7.24,6.05,5.13,8.52,9.19,10.11,6.7,5.44,5.37,4.31,6.56,5.83,7.07,8.22,8.68,9.62,3.56,3.37,3.84,3.67,5.04,5.46,7.44,7.81,9.89,9.15,3.78,3.34,3.8,4.31,5.28,5.29,7.71,7.21,9.68,9.81,
