Sex,51MD,51BL,52MD,52BL,53MD,53BL,54MD,54BL,55MD,55BL,61MD,61BL,62MD,62BL,63MD,63BL,64MD,64BL,65MD,65BL,71MD,71BL,72MD,72BL,73MD,73BL,74MD,74BL,75MD,75BL,81MD,81BL,82MD,82BL,83MD,83BL,84MD,84BL,85MD,85BL,
1,6.09,6.71,5.01,4.15,6.08,6.01,6.75,8.24,9.07,9.98,5.85,5.19,5.39,4.56,6.3,4.96,5.98,8.93,8.19,9.57,3.6,3.61,4.28,4.01,5.46,4.99,7.71,7.13,9.46,8.63,4.11,3.48,4.55,4.02,5.55,4.95,7.31,6.74,9.23,8.79,
1,7.08,5.2,5.38,3.83,5.93,5.69,7.16,8.02,9.26,9.49,6.92,4.54,5.32,4.32,6.44,6.38,6.92,9.15,7.83,9.99,4.1,5.13,4.73,5.12,6.52,6.17,8.12,7.74,9.72,8.16,3.83,5.03,5.36,4.91,6.99,5.66,7.52,7.18,9.45,9.08,
1,6.52,5.49,5.22,4.91,6.14,6.15,6.99,8.41,8.91,9.77,6.42,5.32,5.42,5.15,6.03,7.29,6.92,8.15,8.21,9.59,3.71,4.37,3.82,4.65,5.42,6.06,7.44,6.62,9.52,7.85,3.73,4.68,4.15,4.67,5.22,5.19,7.39,6.63,8.59,8.63,
1,7.71,6.21,5.45,5.42,7.7,6.62,7.32,9.25,9.51,10.13,7.63,6.56,5.28,4.78,7.18,6.24,7.01,8.75,9.42,10.36,3.41,4.06,4.27,4.51,5.77,5.49,7.24,7.32,9.88,8.82,3.67,3.71,4.16,4.35,4.86,5.87,7.11,7.79,10.9,9.45,
1,6.72,5.79,5.34,5.37,7.45,7.09,7.86,9.37,10.9,10.7,6.55,5.93,5.64,5.2,7.25,6.83,7.51,9.61,10,10.34,4.01,3.76,4.83,4.3,5.31,5.32,7.77,6.98,10.4,9.15,4.42,4.06,4.55,4.59,5.34,5.31,7.57,7.52,10.3,9.43,
1,4.53,5.42,5.48,4.53,6.57,5.65,6.51,8.63,8.25,9.37,6.01,5.35,5.09,4.77,6.42,5.79,6.45,8.34,8.88,8.87,3.74,4.37,4.457,4.52,5.33,4.8,6.91,6.62,9.68,7.58,3.78,4.13,4.76,4.96,5.59,5.43,6.85,7.51,9.65,7.66,
1,6.72,5.79,5.59,4.94,6.43,6.03,7.36,8.9,8.93,9.42,6.67,5.43,5.37,4.94,6.48,5.96,7.23,8.25,9.42,9.84,4.62,4.92,4.84,4.96,6.09,5.74,7.84,7.12,10.06,8.84,4.09,4.93,4.41,4.92,5.71,5.74,7.52,7.27,10.02,9.52,
1,5.8,5.42,4.72,5.31,7.19,5.9,6.79,8.97,9.4,9.81,6.12,5.4,5.45,4.74,7.11,5.95,6.66,9.03,9.01,10,3.72,5.25,4.92,5.25,6.33,5.56,7.65,7.77,10.2,9.15,3.01,5.54,3.19,5.23,6.91,5.53,7.3,7.42,9.47,9.14,
1,6.48,5.57,5.95,4.87,6.1,6.09,7.39,8.71,9.58,9.92,6.45,5.45,6.27,4.77,6.2,5.83,7.78,8.78,9.27,9.65,4.45,4.01,4.99,4.3,6,5.8,8.6,7.81,11.1,9.04,4.07,4.17,5.01,4.51,6.31,5.71,8.03,7.85,10.5,9.48,
1,6.47,6.03,5.66,5,6.82,6.24,7.16,8.68,9.79,9.78,6.82,7.06,5.79,5.35,6.86,6.88,7.23,9.2,10.8,9.65,4.53,4.08,5.66,4.63,5.9,5.71,8.17,7.6,10.3,9.48,4.39,4.15,5.29,4.98,5.39,6.05,8.51,8.11,10.4,9.86,
1,5.93,4.2,5.55,4.54,6.63,6.16,6.97,8.98,9.31,10.12,6.07,4.75,5.56,4.52,6.89,5.88,6.92,9.49,9.44,10.64,3.66,4.21,4.24,4.39,5.85,5.37,7.86,7.25,9.88,8.57,3.71,4.93,4.36,4.15,5.12,5.23,8.15,3.93,9.55,9.21,
1,6.66,5.37,5.66,4.87,7.27,6.28,7.2,9.2,9.81,10.65,5.94,5.31,5.69,4.98,7.1,6.33,6.94,9.69,9.94,10.59,4.66,4.47,4.54,4.44,5.6,5.48,8.62,7.36,11.37,8.45,4.23,4.16,5.04,4.52,6.03,5.53,8.29,7.59,10.81,9.43,
1,5.88,5.11,5.2,4.38,6.71,5.77,6.76,7.77,9.25,8.8,6.28,5.86,4.99,4.81,6.52,5.44,6.44,9.01,8.12,9.68,4.21,4.35,4.68,4.08,5.88,6.03,8.73,7.65,10.8,9.74,4.13,5.23,5.14,4.73,6.37,6.13,9.54,8.05,11.9,9.78,
1,6.32,6.39,5.21,5.84,6.87,6.33,7.55,9.15,11.46,9.87,5.15,6.74,4.76,4.37,5.68,5.76,7.73,8.55,11.85,9.95,3.37,5.91,4.19,5.46,6.73,6.02,8.63,7.04,10.1,9.95,3.51,5.47,5.11,5.51,6.21,5.74,8.18,7.38,10.67,10.05,
1,6.39,6.02,5.84,5.11,7.35,6.56,7.07,8.52,10.61,9.94,6.79,7.26,6.11,6.69,6.52,7.05,7.9,9.66,11.74,11.25,4.2,4.69,4.88,5.13,6.45,5.97,8.28,8.42,10.88,8.92,4.22,4.76,5.05,4.83,6.28,5.94,8.41,7.68,10.29,8.97,
1,6.55,4.46,5.5,4.84,6.07,5.07,6.35,8.71,8.91,9.44,7.06,4.75,5.46,5.07,5.82,5.77,6.61,8.36,8.58,9.13,3.86,4.26,4.38,4.35,5.02,4.63,7.58,7.67,9.67,8.67,3.91,4.36,4.6,5.22,5.52,5.58,7.62,7.39,10.14,8.63,
1,5.98,5.55,4.65,4.91,6.15,6.01,6.56,8.02,8.28,9.57,6.03,5.21,5.26,4.77,5.93,5.71,6.73,7.37,8.58,9.19,3.67,3.73,4.53,4.27,5.45,4.7,7.48,6.39,9.87,8.33,3.62,4.43,4.95,4.6,5.38,5.66,7.3,6.58,9.88,8.52,
1,5.98,5.17,5.34,4.1,6.34,5.91,6.86,8.71,10.11,9.2,5.96,5.18,5.05,5.15,6.32,6.36,6.38,8.48,10.39,9.85,3.33,3.81,3.49,3.93,5.78,5.14,7.45,6.74,9.99,9.71,3.35,3.37,4.59,3.52,5.5,5.1,7.74,6.34,10.63,9.12,
1,6.39,6.67,4.97,6.45,7.22,7.29,8.23,9.11,10.81,9.16,5.63,5.87,5.13,4.81,6.63,6.56,7.2,9.8,8.59,9.63,4.24,3.99,4.33,4.22,5.73,5.36,8.56,7.9,10.57,10.23,4.19,4.13,4.74,4.67,5.61,6.09,10.67,8.21,10.51,9.38,
1,6.39,5.18,6.36,5.38,6.33,5.99,6.51,8.72,10.32,10.41,6.24,5.63,6.07,5.45,6.43,6.94,6.99,8.63,9.55,10.44,3.97,4.73,4.23,5.07,6.03,5.72,7.53,7.42,10.56,9.07,4.56,4.41,4.86,5.51,6.39,6.38,7.62,7.32,10.32,8.57,
1,6.08,5.06,4.64,4.3,6.75,6.35,6.62,8.18,8.67,9.67,6.12,5.38,5.47,5.31,6.56,6.65,6.39,8.79,8.93,9.82,3.44,5.42,4.26,5.48,5.89,5.7,7.61,7.21,10.56,8.46,3.27,4.94,5.09,4.96,6.62,5.4,7.61,7.15,10.68,9.73,
1,6.36,5.27,5.25,4.66,6.55,5.87,6.85,8.27,10.62,9.93,6.42,5.41,5.46,5.04,6.67,5.89,6.74,8.02,10.65,10.17,3.94,4.26,4.46,4.38,5.33,5.74,7.75,7.41,10.92,10.03,3.88,3.85,4.63,4.3,5.43,5.12,7.84,7.03,9.91,8.86,
1,6.29,5.28,5.49,4.49,6.79,5.97,7.06,9.42,9.62,9.81,6.17,5.48,5.18,5.13,6.2,5.56,7.44,8.92,10.12,10.14,4.34,4.58,4.67,4.71,5.12,5.61,7.69,8.09,10.47,9.32,4.41,4.76,4.84,4.62,5.47,6.32,6.99,7.85,10.73,7.92,
1,6.36,5.32,5.42,5.05,6.65,6.36,7.11,8.35,8.92,9.61,6.4,4.69,5.7,4.6,6.39,5.92,7.17,8.19,8.77,9.72,4.24,4.22,5.26,4.58,5.28,5.06,8.05,7.37,9.98,9.44,4.23,4.31,4.82,4.95,5.25,5.51,7.66,7.19,9.57,9.12,
1,6.78,5.13,5.77,4.33,7.16,6.32,7.52,8.63,9.82,9.26,5.99,5.03,5.41,5.27,6.11,6.8,7.22,8.57,8.72,9.81,3.67,3.16,3.85,3.55,5.51,5.26,7.55,8.06,10.27,9.41,3.37,3.21,4.16,4.03,5.41,5.38,7.86,6.97,10.02,9.82,
1,5.42,4.85,5.1,4.94,6.03,5.48,6.28,8.51,8.22,9.05,6.14,5.59,4.99,5.75,6.3,5.9,6.97,7.79,7.61,9.03,4.21,4.19,4.47,4.23,5.21,5.69,7.76,7.61,9.22,9.11,3.86,4.32,4.07,4.41,5.31,5.72,7.49,8.48,8.84,9.41,
1,6.32,4.91,5.53,4.96,6.65,6.59,7.07,7.72,9.53,9.24,6.04,4.73,5.04,4.95,6.13,5.52,7.9,8.32,8.74,9.71,3.86,3.72,4.77,4.39,5.35,5.62,7.49,7.91,4.42,8.68,3.81,3.74,4.36,4.22,5.47,5.76,7.43,7.6,9.65,9.19,
1,6.58,5.31,5.22,4.48,5.75,5.35,6.84,8.62,8.84,9.21,6.06,5.55,5.16,4.74,6.24,5.92,7.17,8.23,8.5,9.2,4.27,3.64,4.94,3.99,5.66,4.8,6.76,7.44,9.7,8.67,4.36,3.62,5.09,4.1,5.1,5.15,7.48,6.69,10.1,8.88,
1,6.64,5.53,5.44,4.48,6.42,5.77,7.46,8.22,8.67,9.16,6.3,5.48,5.34,4.48,5.63,5.5,7.17,8.36,8.81,9.36,4.15,4.11,4.99,3.99,5.86,5.83,7.7,7.55,9.59,8.55,4.32,3.93,4.49,4.46,6.16,5.72,8.18,6.83,10.1,8.62,
1,6.33,4.66,4.85,4.49,5.69,5.42,6.35,7.84,8.15,8.8,6.71,5,5.18,4.48,5.74,4.8,6.15,7.52,7.74,8.61,4.67,4.8,5.2,4.79,6,5.37,7.83,7.82,9.63,8.89,4.95,4.77,4.99,5.37,6.07,6.11,7.94,6.93,10.1,9.34,
1,5.98,5.36,4.92,4.76,5.75,5.3,6.77,9.03,9.17,9.16,6.24,5.95,5.16,4.71,5.53,5.3,6.63,8.27,8.4,9.18,3.45,3.77,5.02,4.47,5.44,5.71,7.74,8,8.61,8.25,2.91,3.78,4.78,4.37,5.51,5.18,7.32,6.82,9.12,9.04,
1,6.32,5.76,5.32,4.38,6.69,6.46,6.92,8.33,10.3,10.9,6.13,5.76,5.27,5.64,6.14,6.3,7.89,8.58,9.94,10.4,4.58,3.74,4.96,4.4,6.53,5.86,8.05,8,9.62,9.27,4.53,3.53,4.39,4.36,5.57,6.53,8.16,7.35,9.84,9.71,
1,6.75,5.56,5.36,5.25,7.23,6.72,7.45,9.22,9.46,10.2,6.68,5.92,4.79,5.48,6.73,7.1,7.26,8.73,9.6,10,3.42,4.74,4.2,4.29,5.47,5.89,8.3,7.92,11.5,10,3.43,3.96,4.92,4.72,5.34,5.76,7.96,7.84,10.1,10.1,
0,6.18,5.21,5.33,5.17,6.32,6.52,7.33,8.33,8.41,8.92,6.27,5.23,5.21,4.95,6.39,6.51,7.32,8.76,9.22,9.32,3.81,4.04,4.09,4.68,5.92,5.99,7.81,8.23,11.1,10.4,4.35,3.95,4.59,4.38,5.73,5.42,8.01,7.84,10.4,9.81,
0,6.31,6.63,5.21,4.76,6.53,5.42,7.13,7.95,10.2,9.28,5.99,6.4,4.76,4.71,6.4,5.82,6.89,8.05,8.47,9.21,3.94,4.02,4.64,4.42,5.52,4.8,7.67,7.65,9.78,8.34,3.98,4.09,4.71,4.08,5.34,4.47,7.37,6.67,9.95,9.1,
0,6,6,5.65,5.48,6.45,6.98,6.89,6.91,9.21,9.81,6.34,6.93,4.93,4.23,6.24,6.5,6.76,6.82,8.97,9.05,3.4,3.98,4.47,4.42,5.09,5.05,7.24,7.16,9.81,9.43,3.71,4.84,4.27,4.03,5.41,5.22,7.35,6.91,9.99,9.36,
0,6.34,5.73,5.17,5.09,6.29,5.76,7.35,8.16,9.73,9.42,6.37,5.38,5.88,4.43,6.18,5.22,6.84,8.3,9.19,9.3,3.7,4.22,3.71,4.42,4.41,5.67,7.8,7.64,10.4,8.96,3.81,4.53,3.99,4.17,5.26,5.95,7.85,7.06,10.5,8.92,
0,6.63,5.1,5.63,5.47,7.09,6.27,7.07,8.34,10.97,9.64,6.33,5.33,5.34,5.54,7.16,6.76,7.05,8.61,9.46,9.99,3.88,2.91,3.29,3.04,5.87,4.91,7.75,7.44,9.74,9.45,3.18,2.93,3.71,3.15,6.1,5.26,7.12,6.86,10.31,8.95,
0,6.38,5.52,5.74,5.26,6.94,6.3,7.46,7.89,9.81,10.1,6.74,5.76,5.28,5.3,6.68,6.46,7.27,9.01,9.08,10.6,4.66,2.9,3.47,2.91,5.52,5.34,7.6,7.1,9.85,9.3,4.17,2.84,4.01,2.83,5.22,5.26,7.1,7.32,10.1,9.36,
0,6.72,4.54,5.46,4.79,6.8,5.46,7.74,8.11,10.03,9.24,7.16,5.1,5.37,4.66,6.36,6.14,7.67,8.6,9.1,9.29,4.07,3.9,5.08,4.5,6.1,6.3,7.68,8.3,10.26,9.19,3.68,4,4.78,4.14,5.78,6.33,7.79,7.18,10.44,9.34,
0,6.48,5.74,5.22,5.82,6.03,6.49,8.6,8.7,10.76,10.24,6.72,6.12,5.21,5.38,6.14,6.04,7.66,9.31,10.32,9.94,3.31,3.97,3.96,4.59,5.49,5.53,7.72,7.82,10.28,10.01,3.73,4.23,5.22,4.43,6.15,5.01,7.32,7.34,10.59,9.76,
0,6.36,5.35,5.64,4.92,6.9,6.25,6.83,7.36,9.03,9.24,6.18,5.89,4.36,5.07,6.4,5.99,6.16,8.02,8.64,10.3,3.94,4.54,4.12,4.27,5.12,5.04,6.91,7.07,8.96,7.81,3.29,4.34,3.96,4.78,5.14,5.73,7.22,7.01,9.35,8.06,
0,6.47,5.56,5.41,4.68,6.07,5.9,6.83,7.82,8.87,9.22,6.3,4.81,5.24,4.03,5.14,5.55,7.08,7.56,8.53,8.54,4.05,3.75,4.82,3.7,5.4,5.37,7.52,6.84,9.78,8.66,4,4.41,4.42,3.66,4.89,5.65,7.15,7.68,7.89,8.06,
0,6.16,4.82,5.42,5.23,5.8,5.52,6.54,7.93,9.65,8.67,4.88,5.44,4.99,4.84,5.49,5.81,6.68,7.72,8.23,9.16,3.79,4.41,4.17,5.21,5.25,5.58,6.82,7.46,9.68,8.05,3.91,4.15,4.2,4.86,4.6,5.14,6.82,7.04,10,8.65,
0,6.58,5.81,5.24,4.67,6.5,5.86,6.85,8.15,9.96,9.45,6.66,5.27,5.04,5.67,5.94,6.41,6.76,8.93,8.66,9.19,4.03,4,4.51,4.08,5.8,4.97,7.33,8.18,10.4,9.65,3.99,4.18,5.01,4.32,5.3,5.27,7.06,7.76,10.6,9.34,
0,7.23,5.01,6.79,4.99,7.06,6.71,7.56,8.86,10.19,10.48,7.03,5.28,7.05,5.04,6.97,5.91,5.82,8.86,9.31,10.67,4.46,4.48,5.34,4.35,5.43,5.26,8.65,7.35,10.32,9.23,4.6,4.73,5.23,5.78,5.79,7.37,8.3,9.32,10.26,10.39,
0,7.1,5.18,5.25,4.82,5.79,6.21,7.11,8.43,8.78,9.43,6.84,4.75,5.05,4.52,6.32,6.15,7.17,7.91,8.57,9.67,3.94,3.9,4.66,4.35,5.35,5.23,7.51,7.09,9.38,8.17,3.44,4.13,4.9,4.7,5.45,5.69,7.74,7.08,9.76,8.14,
0,5.95,4.64,5.06,4.01,6.5,5.69,6.48,8.19,8.7,9.26,6.07,4.47,5.36,4.61,6.11,5.35,6.25,8.35,8.72,10.03,3.93,3.31,4.56,3.63,5.04,4.59,6.53,6.71,9.3,8.07,3.72,3.45,3.68,3.71,5.11,4.93,7.06,6.82,9.53,8.21,
0,6.63,5.05,5.23,4.31,6.04,6.09,7.1,8.16,9.69,9.75,6.33,4.62,5.69,4.7,5.83,5.65,7.1,8.9,8.32,10.09,4.36,4.31,4.98,4.72,5.53,5.08,7.63,7.15,9.97,8.59,3.91,4.36,5.32,4.98,5.74,5.81,7.7,6.87,10.07,8.75,
0,6.89,4.95,4.57,4.33,7.22,6.05,7.43,8.46,9.43,10.04,6.97,5.28,5.46,4.17,6.73,6.13,7.52,8.66,9.11,9.76,3.82,7.11,4.27,4.35,6.01,5.59,7.55,6.4,9.78,8.46,3.73,3.9,4.34,4.28,5.54,5.53,7.51,7.3,9.09,8.78,
0,5.58,5.34,5.95,4.81,6.06,5.7,6.23,8.91,8.36,8.96,6.22,6.05,5.05,6.07,6.27,6.11,7.08,8.87,8.64,9.67,4.02,3.13,4.88,4.18,5.62,4.71,6.75,7.35,9.85,8.25,3.8,3.52,4.51,4.64,5.52,6.03,6.82,7.23,10.14,8.12,
0,6.95,6.84,5.03,5.49,6.74,5.96,6.58,7.38,7.81,9.05,6.83,5.71,5.7,4.38,7.11,6.03,6.8,7.87,9.03,9.07,3.99,4.18,3.92,4.28,5.44,5.29,7.84,6.62,9.7,8.91,4.25,3.89,4.09,4.08,5.36,5.25,7.63,6.95,9.73,8.89,
0,6,5.41,5.16,4.76,6.16,5.87,7.15,8.41,8.41,9.54,6.34,5.06,5.43,4.78,6.56,6.19,7.26,7.76,8.26,8.91,4.29,3.74,4.48,4.29,5.8,5.84,7.73,7.74,10.91,9.56,4.26,4.06,4.59,4.28,5.61,5.95,8.55,7.33,10.75,9.63,
0,6.59,6.7,5.44,6.32,6.17,5.99,6.81,8.14,8.45,8.57,6.24,6.21,5.2,5.51,6.37,6.13,6.77,8.39,8.18,8.7,4.35,3.94,4.57,3.79,5.65,5.2,6.96,6.24,9.56,7.71,4.37,4.09,4.66,4.85,5.07,5.56,7.17,6.23,10.09,8.73,
0,6.27,4.55,5.14,4.95,6.57,5.78,6.43,8.12,9.09,8.86,6.42,4.7,5.2,4.31,5.93,6.39,7.24,8.63,9.34,9.3,4.4,3.9,4.61,4.05,5.76,5.81,8.12,7.39,10.48,10.02,4.44,3.93,4.28,4.12,5.69,6.06,8.37,7.44,10.51,9.47,
0,6.37,5.07,5.16,4.91,6.52,6.05,7.18,7.84,8.91,9.45,6.04,5.31,5.52,4.64,6.63,6.01,7.08,7.81,8,9.62,3.28,3.79,4.37,4.11,5.42,4.98,6.37,7.07,9.74,8.42,3.33,3.78,4.25,4.19,5.22,5.45,6.25,7.03,9.58,8.42,
0,5.98,5.22,5.19,5.03,6.03,5.99,6.83,8.72,8.43,10.16,5.85,5.57,5.74,5.05,6.63,6.51,7.73,8.08,8.46,9.3,4.17,4.11,4.73,4.03,5.3,4.99,7.6,6.68,9.9,8.43,3.75,3.95,4.76,5.11,5.28,5.51,7.57,6.59,9.87,8.84,
0,6.38,5.12,5.46,4.93,6.7,6.05,6.47,7.85,8.74,9.26,6.21,4.82,5.44,4.48,6.14,6.12,6.42,8.4,8.29,9.45,3.57,3.48,4.13,3.81,5.23,5.55,7.37,6.88,10.05,8.24,3.72,3.93,4.07,3.57,5.76,5.46,7.49,6.81,9.72,8.44,
0,6.53,7.33,5.39,6.05,6.17,6.65,6.76,8.56,8.39,8.76,6.23,7.26,5.33,5.76,6.51,6.19,6.81,8.43,8.16,8.47,3.61,3.42,4.32,3.68,5.17,4.71,7.65,6.67,9.41,8.01,4.19,3.38,3.46,5.55,5.43,5.03,7.81,7.11,10.2,8.71,
0,6.54,5.73,5.83,5.05,6.49,6.18,7.04,8.12,9.41,10.1,6.93,5.92,6.21,5.81,6.16,6.13,7.13,8.27,9.34,10.1,4.14,3.52,4.98,3.72,5.34,5.21,8.61,6.98,9.74,8.36,3.77,4.38,4.29,4.02,5.28,4.85,8.29,6.26,9.68,8.47,
0,6.29,5.18,4.98,3.99,5.94,4.96,7.72,7.92,8.89,10.01,6.68,5.45,5.45,4.18,6.15,5.58,7.28,8.89,8.65,9.76,3.6,3.76,4.67,4.42,6.21,5.82,7.22,7.15,10.2,8.69,3.82,4.15,5.07,5.15,6.43,5.51,7.74,7.17,10.4,9.12,
0,6.43,5.17,4.98,4.85,6.98,6.25,6.96,8.38,9.51,9.69,6.36,5.15,5.05,5.08,5.99,6.08,6.88,8.33,8.98,10.2,3.9,3.73,4.65,4.53,6.02,5.67,7.23,7.07,9.82,8.68,3.91,3.87,4.72,4.79,5.95,5.63,7.68,7.75,10.33,9.24,
0,7.1,5.21,5.52,4.61,7.23,6.29,7.02,9.84,9.91,10.64,9.12,6.3,7.27,8.61,6.55,6.17,5.17,4.36,6.71,5.27,4.29,3.86,4.73,4.21,6.13,5.75,8.54,6.96,10.56,9.36,4.1,4.46,4.87,4.42,5.42,5.26,8.44,7.75,10.1,9.52,
0,6.31,5.04,5.56,4.75,6.86,6,7.18,8.49,8.62,9.51,6.42,5.06,6.4,4.88,6.15,5.78,7.47,4.49,8.54,9.78,4.06,4.41,4.23,4.09,5.69,4.54,7.62,7.16,8.95,9.23,4.99,3.84,4.59,4.23,5.39,5.58,8.03,6.95,9.12,9.05,
0,5.77,4.68,5.02,4.6,5.63,4.97,6.29,8.26,9.61,10.11,6.02,4.43,5.35,3.77,5.46,4.71,5.7,7.62,9.15,9.93,4.11,4.7,4.26,4.83,5.03,5.74,4.26,4.83,4.11,4.7,4.28,4.72,4.36,4.74,5.64,5.56,7.42,7.48,9.45,9.15,
0,6.14,5.53,5.13,5.25,5.88,6.13,7.49,8.4,9.43,9.33,6.12,5.62,4.93,4.71,5.44,5.82,7.62,7.22,9.38,9.18,4.46,4.06,4.26,4.46,4.78,5.49,7.82,7.38,10.58,9.54,3.73,4.04,4.57,4.49,5.38,5.58,7.95,7.45,9.98,9.64,
0,6.15,5.42,4.9,4.62,5.74,5.88,6.29,8.38,9.44,10.19,6.13,5.05,4.77,5.18,6.22,6.09,6.38,8.72,8.51,10.52,4.12,4.24,4.47,3.66,5.34,4.74,7.33,6.14,9.25,8.08,3.8,3.49,4.59,4.2,5.14,5.42,6.66,6.83,9.69,8.95,
0,6.29,5.41,5.9,4.9,6.51,6.14,6.96,8.15,9.16,10.26,6.62,5.79,5.67,5.31,6.31,6.26,6.46,8.13,9.38,10.06,3.96,4.22,4.31,4.59,5.72,4.69,8.08,8.3,9.57,8.9,3.98,4.32,5.03,4.78,6.5,4.77,7.83,6.84,9.92,9.34,
0,5.87,4.75,5.69,5.13,5.31,6.63,6.76,9.73,10.14,10.88,5.37,4.84,4.71,4.52,6.39,6.21,7.2,9.8,9.2,10.85,4.01,3.76,5.03,4.02,5.25,5.11,7.41,6.86,9.75,8.22,4.32,3.14,4.39,3.55,5.41,5.4,7.54,6.39,9.75,8.59,
0,5.98,4.42,5.13,4.34,5.42,5.43,6.31,7.81,8.12,8.89,6.25,4.6,5.51,4.22,5.43,4.75,6.26,7.99,7.37,8.87,3.37,3.09,4.31,3.46,5.29,4.56,7.76,6.68,9.32,8.22,4.71,3.03,4.37,3.76,5.22,4.94,7.89,6.62,9.93,8.77,
0,6.85,5.41,5.11,5.54,6.48,6.87,7.28,8.38,9.34,9.63,6.23,5.71,5.51,5.52,6.14,6.67,7.22,8.41,9.28,9.88,4.5,4.47,4.35,4.03,5.13,5.57,7.81,7.15,10.15,9.19,4.07,4.32,4.75,4.62,5.78,5.18,8.91,7.25,10.14,9.28,
0,6.44,4.94,5.24,5.21,6.61,6.17,7.17,8.42,9.58,9.43,6.21,4.55,5.23,4.68,5.94,6,6.86,8.92,8.61,9.53,3.89,4.61,4.88,4.78,5.06,5.35,7.74,6.81,9.78,8.62,3.91,4.32,5.06,4.76,5.92,5.36,7.92,7.13,9.64,9.04,
0,6.66,5.71,6.83,5.07,6.51,5.83,6.83,8.21,9.08,10.11,7.14,5.99,5.85,5.64,6.17,6.23,6.97,8.95,9.44,9.72,3.19,3.73,4.02,3.88,5.13,4.99,7.07,7.21,9.81,8.58,3.53,3.63,3.95,4.17,5.2,5.38,6.99,6.89,9.25,8.77,
0,6.46,5,5.26,4.69,6.73,5.98,7.04,7.89,9.52,9.3,5.51,4.62,5.3,4.5,6.48,5.5,6.33,9.18,8.9,9.92,4.12,3.57,4.69,4.07,5.46,4.59,7.96,7.36,9.67,8.69,4.21,3.37,4.52,4.28,5.21,4.97,8.06,7.5,10.18,9.27,
0,5.51,5.52,5.28,4.39,6.38,6.16,6.87,8.47,8.26,9.56,5.95,4.88,5.25,4.55,6.31,5.65,6.71,8.31,8.93,9.2,3.81,3.79,4.17,4.38,5.81,5.76,7.96,7.35,10.55,9.65,4.12,3.94,4.22,4.42,5.61,5.92,7.64,6.95,10.12,9.99,
0,6.44,5.31,5.36,4.77,6.21,5.99,7.49,8.26,9.39,9.47,6.29,5.02,5.2,4.9,6.63,5.09,6.77,7.49,8.26,9.35,3.65,3.31,4.04,3.75,5.33,4.8,7.45,6.31,9.41,8.61,3.39,3.5,4.19,4.25,5.21,5.71,7.24,6.79,9.4,8.49,
0,5.53,4.74,4.69,4.48,5.63,6.01,6.62,7.94,8.52,9.37,5.04,4.53,4.24,4.46,5.19,5.12,6.12,7.69,8.07,9.43,4.12,3.91,4.23,3.87,5.42,4.92,7.4,6.48,9.61,7.81,4.19,3.78,4.53,3.87,4.88,5.38,7.13,6.45,9.61,8.99,
0,6.37,6.98,5.11,6.31,6.17,6.79,6.82,7.81,8.31,8.52,5.89,5.97,5.31,5.31,6.17,6.39,6.59,8.2,8.17,8.9,3.53,4.87,4.07,4.37,5.52,5,7.76,7.09,8.98,9.09,3.87,4.29,4.27,4.31,5.73,5.97,7.19,7.17,8.62,9.08,
0,6.81,5.94,4.69,4.8,6.42,5.51,6.39,8.03,9.14,8.46,5.72,5.55,5.59,4.66,6.67,5.37,6.47,7.78,7.86,8.7,4.04,3.87,4.4,4.31,5.39,5.22,7.19,7.03,8.97,9.34,4.16,4.27,4.41,4.05,4.9,5.2,7.11,6.37,9.6,8.32,
0,6.27,5.42,5.26,5.03,5.62,5.96,6.7,8.52,8.11,9.61,6.41,5.32,5.19,5.02,6.19,6.33,7.05,8.19,8.1,9.69,3.64,3.66,4.13,3.82,5.23,5.12,7.3,6.36,9.27,7.95,3.65,3.58,4.12,4.38,5.16,5.48,7.72,7.1,8.9,8.24,
0,6.22,5.38,5.45,4.73,6.8,5.84,7.37,8.82,9.34,9.31,6.48,4.92,5.27,4.86,6.63,5.47,6.89,7.88,8.75,9.38,3.33,4.03,4.21,4.61,5.48,5.72,7.89,7.02,10.56,9.14,3.8,3.84,4.42,4.54,5.56,5.62,8.22,7.49,10.64,9.31,
0,6.76,5.11,5.24,4.37,6.57,5.73,6.94,8.25,8.23,9.58,6.32,4.06,5.17,4.15,6.22,5.94,7.11,8.53,8.63,9.93,3.49,3.47,4.57,4.57,5.49,5.72,6.94,6.66,9.02,8.47,3.47,3.49,3.8,4.17,5.12,5.38,6.9,6.37,9.04,8.87,
0,7.13,5.31,5.14,4.53,6.34,5.93,7.09,7.73,9.62,9.18,6.83,5.15,5.3,4.76,6.31,6.2,6.86,8.28,8.43,9.43,3.86,3.59,4.68,3.72,5.27,4.08,8.08,7.28,9.16,8.32,4.7,3.62,4.27,3.82,5.39,4,8.13,7.11,9.38,8.44,
0,5.94,5.25,5.32,4.85,6.28,5.66,7.03,8.31,9.28,9.75,5.56,5.3,5.61,4.86,5.49,5.8,7.12,8.09,8.82,9.49,3.98,3.87,4.36,4.32,5.67,5.68,7.58,7.02,9.59,8.95,3.87,4.07,4.51,4.65,5.45,5.55,7.61,7.05,9.63,9.02,
0,6.37,5.31,4.99,4.85,6.81,6.05,8.22,9.12,9.46,9.72,6.34,5.12,5.21,3.86,7,5.32,7.27,8.85,9.61,9.85,3.97,3.85,4.13,4.02,5.08,5.46,7.83,7.05,9.45,8.63,3.62,4.34,4.65,4.48,5.48,5.54,7.43,6.79,9.55,8.63,
